Census Tract,"CalEnviroScreen
4.0 Score","CalEnviroScreen
4.0 Percentile","CalEnviroScreen 4.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,Approximate Location,DAC category
6077002201,64.08,97.52,95-100% (highest scores),85.90,98.84,2856,San Joaquin,95206,Stockton,CalEnviroScreen 4.0 Top 25%
6037186401,64.05,97.50,95-100% (highest scores),98.59,82.60,3489,Los Angeles,90065,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037127711,64.04,97.49,95-100% (highest scores),96.93,87.54,3588,Los Angeles,91406,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037535101,63.95,97.48,95-100% (highest scores),86.42,98.63,7949,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6029006201,63.93,97.47,95-100% (highest scores),92.18,94.98,2923,Kern ,93307,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037532700,63.92,97.45,95-100% (highest scores),95.36,90.80,3417,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6037433700,63.87,97.44,95-100% (highest scores),99.95,70.92,3684,Los Angeles,91733,South El Monte,CalEnviroScreen 4.0 Top 25%
6037243000,63.83,97.43,95-100% (highest scores),87.19,98.13,6829,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037534405,63.83,97.42,95-100% (highest scores),93.55,93.36,4351,Los Angeles,90201,Cudahy,CalEnviroScreen 4.0 Top 25%
6037199700,63.82,97.40,95-100% (highest scores),99.61,75.57,3063,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059087405,63.76,97.39,95-100% (highest scores),96.35,88.74,5627,Orange ,92805,Anaheim,CalEnviroScreen 4.0 Top 25%
6029002301,63.75,97.38,95-100% (highest scores),87.57,97.86,10772,Kern ,93307,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037232120,63.75,97.37,95-100% (highest scores),84.36,99.09,5567,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037536102,63.73,97.35,95-100% (highest scores),99.91,71.75,3155,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037570501,63.67,97.34,95-100% (highest scores),94.05,92.45,8042,Los Angeles,90805,Long Beach,CalEnviroScreen 4.0 Top 25%
6037535300,63.66,97.33,95-100% (highest scores),94.10,92.41,6524,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6037540502,63.66,97.31,95-100% (highest scores),94.03,92.51,6163,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037206010,63.58,97.30,95-100% (highest scores),99.53,75.73,4121,Los Angeles,90012,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065030103,63.55,97.29,95-100% (highest scores),96.27,88.70,2277,Riverside ,92501,Riverside,CalEnviroScreen 4.0 Top 25%
6037291130,63.50,97.28,95-100% (highest scores),98.22,82.94,3626,Los Angeles,90248,Los Angeles,CalEnviroScreen 4.0 Top 25%
6077000900,63.38,97.26,95-100% (highest scores),95.76,89.32,5620,San Joaquin,95203,Stockton,CalEnviroScreen 4.0 Top 25%
6037199900,63.38,97.25,95-100% (highest scores),99.09,78.86,2692,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037541700,63.34,97.24,95-100% (highest scores),95.13,90.47,6638,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6037534101,63.32,97.23,95-100% (highest scores),99.39,76.73,2358,Los Angeles,90201,Bell Gardens,CalEnviroScreen 4.0 Top 25%
6077002000,63.29,97.21,95-100% (highest scores),88.80,96.82,3357,San Joaquin,95205,Stockton,CalEnviroScreen 4.0 Top 25%
6037104401,63.26,97.20,95-100% (highest scores),96.05,88.69,3270,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037242300,63.19,97.19,95-100% (highest scores),79.73,99.65,4952,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6001409000,63.17,97.18,95-100% (highest scores),92.21,94.16,4687,Alameda ,94621,Oakland,CalEnviroScreen 4.0 Top 25%
6077002300,63.16,97.16,95-100% (highest scores),91.15,95.13,4334,San Joaquin,95206,Stockton,CalEnviroScreen 4.0 Top 25%
6037109500,63.15,97.15,95-100% (highest scores),95.64,89.20,4832,Los Angeles,91340,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037127104,63.14,97.14,95-100% (highest scores),87.38,97.43,3821,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037232800,63.14,97.13,95-100% (highest scores),94.96,90.31,4489,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037434003,63.13,97.11,95-100% (highest scores),95.30,89.60,4717,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6037535001,63.05,97.10,95-100% (highest scores),84.39,98.76,4512,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6047002201,63.02,97.09,95-100% (highest scores),82.17,99.28,6249,Merced ,93635,Los Banos,CalEnviroScreen 4.0 Top 25%
6037572900,62.97,97.08,95-100% (highest scores),95.02,89.96,5360,Los Angeles,90810,Long Beach,CalEnviroScreen 4.0 Top 25%
6037530601,62.95,97.06,95-100% (highest scores),96.76,86.32,2930,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533603,62.93,97.05,95-100% (highest scores),93.03,92.94,6986,Los Angeles,90201,Bell,CalEnviroScreen 4.0 Top 25%
6037239602,62.92,97.04,95-100% (highest scores),85.40,98.36,4016,Los Angeles,90003,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533902,62.81,97.02,95-100% (highest scores),94.75,90.23,4049,Los Angeles,90201,Bell Gardens,CalEnviroScreen 4.0 Top 25%
6037535603,62.79,97.01,95-100% (highest scores),93.65,91.89,3998,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6059086702,62.78,97.00,95-100% (highest scores),95.54,88.87,8069,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6037404802,62.77,96.99,95-100% (highest scores),95.53,88.82,4196,Los Angeles,91706,Baldwin Park,CalEnviroScreen 4.0 Top 25%
6077002402,62.75,96.97,95-100% (highest scores),89.99,95.56,1663,San Joaquin,95206,Taft Mosswood,CalEnviroScreen 4.0 Top 25%
6037224010,62.73,96.96,95-100% (highest scores),93.02,92.70,2845,Los Angeles,90015,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037434001,62.71,96.95,95-100% (highest scores),95.31,89.06,4410,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6037573201,62.69,96.94,95-100% (highest scores),89.96,95.51,4597,Los Angeles,90806,Long Beach,CalEnviroScreen 4.0 Top 25%
6037553701,62.66,96.92,95-100% (highest scores),98.33,81.16,3981,Los Angeles,90723,Paramount,CalEnviroScreen 4.0 Top 25%
6107000302,62.66,96.91,95-100% (highest scores),94.93,89.57,3205,Tulare ,93631,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6037121020,62.66,96.90,95-100% (highest scores),93.30,92.35,3610,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037294120,62.66,96.89,95-100% (highest scores),92.69,92.97,2687,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037241400,62.63,96.87,95-100% (highest scores),85.70,98.01,3785,Los Angeles,90061,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047001601,62.60,96.86,95-100% (highest scores),75.13,99.94,4238,Merced ,95341,Merced,CalEnviroScreen 4.0 Top 25%
6037408800,62.58,96.85,95-100% (highest scores),90.95,94.82,4387,Los Angeles,91766,Pomona,CalEnviroScreen 4.0 Top 25%
6037232700,62.57,96.84,95-100% (highest scores),89.63,95.70,6568,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037224200,62.51,96.82,95-100% (highest scores),88.57,96.32,2557,Los Angeles,90015,Los Angeles,CalEnviroScreen 4.0 Top 25%
6073005000,62.51,96.81,95-100% (highest scores),95.61,88.45,2195,San Diego,92113,San Diego,CalEnviroScreen 4.0 Top 25%
6037502301,62.48,96.80,95-100% (highest scores),99.73,72.48,5794,Los Angeles,90606,West Whittier-Los Nietos,CalEnviroScreen 4.0 Top 25%
6037408301,62.47,96.79,95-100% (highest scores),99.10,77.29,5569,Los Angeles,91746,Avocado Heights,CalEnviroScreen 4.0 Top 25%
6037187102,62.45,96.77,95-100% (highest scores),99.66,73.10,3739,Los Angeles,90039,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533403,62.44,96.76,95-100% (highest scores),96.10,87.18,2848,Los Angeles,90270,Maywood,CalEnviroScreen 4.0 Top 25%
6037543100,62.43,96.75,95-100% (highest scores),99.18,76.66,7254,Los Angeles,90220,Compton,CalEnviroScreen 4.0 Top 25%
6077001900,62.42,96.73,95-100% (highest scores),86.06,97.66,4681,San Joaquin,95205,Stockton,CalEnviroScreen 4.0 Top 25%
6037239601,62.40,96.72,95-100% (highest scores),88.08,96.43,3682,Los Angeles,90003,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037297110,62.39,96.71,95-100% (highest scores),90.14,95.16,4649,Los Angeles,90731,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071003700,62.39,96.70,95-100% (highest scores),82.55,98.93,3782,San Bernardino,92376,Rialto,CalEnviroScreen 4.0 Top 25%
6037228720,62.38,96.68,95-100% (highest scores),83.87,98.56,4825,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037226420,62.38,96.67,95-100% (highest scores),87.03,97.08,5531,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071005400,62.38,96.66,95-100% (highest scores),86.09,97.58,6750,San Bernardino,92405,San Bernardino,CalEnviroScreen 4.0 Top 25%
6037540600,62.34,96.65,95-100% (highest scores),93.24,91.93,4981,Los Angeles,90059,Willowbrook,CalEnviroScreen 4.0 Top 25%
6037532001,62.27,96.63,95-100% (highest scores),95.62,87.93,3036,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6037199201,62.26,96.62,95-100% (highest scores),94.65,89.51,3660,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037221401,62.25,96.61,95-100% (highest scores),88.90,95.88,3628,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037535604,62.19,96.60,95-100% (highest scores),93.20,91.78,4476,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037195802,62.18,96.58,95-100% (highest scores),97.44,83.18,2691,Los Angeles,90026,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037122122,62.14,96.57,95-100% (highest scores),98.01,81.40,2728,Los Angeles,91352,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071012400,62.13,96.56,95-100% (highest scores),95.84,87.29,3386,San Bernardino,92408,San Bernardino,CalEnviroScreen 4.0 Top 25%
6037535102,62.09,96.55,95-100% (highest scores),83.04,98.70,4621,Los Angeles,90002,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6037204420,62.08,96.53,95-100% (highest scores),87.74,96.28,3154,Los Angeles,90033,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037535200,62.02,96.52,95-100% (highest scores),78.61,99.56,6111,Los Angeles,90002,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6037218400,61.89,96.51,95-100% (highest scores),97.67,81.98,4737,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037433901,61.83,96.50,95-100% (highest scores),93.89,90.10,6032,Los Angeles,91732,El Monte,CalEnviroScreen 4.0 Top 25%
6037242000,61.69,96.48,95-100% (highest scores),79.04,99.37,4189,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037294900,61.64,96.47,95-100% (highest scores),92.36,92.12,3853,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071001803,61.64,96.46,95-100% (highest scores),99.44,73.59,3263,San Bernardino,91761,Ontario,CalEnviroScreen 4.0 Top 25%
6037535002,61.58,96.44,95-100% (highest scores),83.92,97.96,3648,Los Angeles,90001,Florence-Graham,CalEnviroScreen 4.0 Top 25%
6019002800,61.55,96.43,95-100% (highest scores),76.61,99.62,4435,Fresno ,93703,Fresno,CalEnviroScreen 4.0 Top 25%
6037432801,61.55,96.42,95-100% (highest scores),99.17,75.39,2797,Los Angeles,91731,El Monte,CalEnviroScreen 4.0 Top 25%
6107004200,61.52,96.41,95-100% (highest scores),96.42,84.97,5934,Tulare ,93256,Pixley,CalEnviroScreen 4.0 Top 25%
6037532303,61.50,96.39,95-100% (highest scores),99.43,73.39,4599,Los Angeles,90040,Commerce,CalEnviroScreen 4.0 Top 25%
6019004404,61.50,96.38,95-100% (highest scores),96.88,83.77,3152,Fresno ,93650,Fresno,CalEnviroScreen 4.0 Top 25%
6037240900,61.49,96.37,95-100% (highest scores),79.08,99.33,6736,Los Angeles,90059,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059086502,61.40,96.36,95-100% (highest scores),97.65,81.18,6318,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6019001304,61.39,96.34,95-100% (highest scores),81.03,98.85,5383,Fresno ,93702,Fresno,CalEnviroScreen 4.0 Top 25%
6071005600,61.37,96.33,95-100% (highest scores),80.51,98.95,6727,San Bernardino,92410,San Bernardino,CalEnviroScreen 4.0 Top 25%
6071005500,61.33,96.32,95-100% (highest scores),82.87,98.25,9180,San Bernardino,92405,San Bernardino,CalEnviroScreen 4.0 Top 25%
6019001800,61.28,96.31,95-100% (highest scores),98.02,80.16,4837,Fresno ,93706,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6077002401,61.16,96.29,95-100% (highest scores),90.18,93.73,5328,San Joaquin,95206,Stockton,CalEnviroScreen 4.0 Top 25%
6073004900,61.14,96.28,95-100% (highest scores),91.81,92.10,5505,San Diego,92113,San Diego,CalEnviroScreen 4.0 Top 25%
6037570204,61.03,96.27,95-100% (highest scores),93.22,89.93,4201,Los Angeles,90805,Long Beach,CalEnviroScreen 4.0 Top 25%
6037541606,61.02,96.26,95-100% (highest scores),88.94,94.69,2348,Los Angeles,90221,Compton,CalEnviroScreen 4.0 Top 25%
6001408800,61.01,96.24,95-100% (highest scores),83.30,97.74,7149,Alameda ,94621,Oakland,CalEnviroScreen 4.0 Top 25%
6037531101,60.98,96.23,95-100% (highest scores),93.67,89.18,4851,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037220100,60.95,96.22,95-100% (highest scores),94.42,88.20,2415,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037531702,60.92,96.21,95-100% (highest scores),86.55,95.99,5163,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037237102,60.89,96.19,95-100% (highest scores),89.93,93.55,3407,Los Angeles,90044,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037231100,60.76,96.18,95-100% (highest scores),92.73,90.27,3474,Los Angeles,90007,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037302505,60.76,96.17,95-100% (highest scores),95.69,85.41,4376,Los Angeles,91205,Glendale,CalEnviroScreen 4.0 Top 25%
6037535606,60.76,96.15,95-100% (highest scores),94.47,87.83,2007,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6013365002,60.68,96.14,95-100% (highest scores),88.64,94.47,5590,Contra Costa,94801,North Richmond,CalEnviroScreen 4.0 Top 25%
6037533901,60.67,96.13,95-100% (highest scores),97.75,79.93,6320,Los Angeles,90201,Bell Gardens,CalEnviroScreen 4.0 Top 25%
6107003100,60.67,96.12,95-100% (highest scores),93.81,88.57,3515,Tulare ,93274,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6059110500,60.66,96.10,95-100% (highest scores),98.71,77.04,8677,Orange ,90620,Buena Park,CalEnviroScreen 4.0 Top 25%
6037207103,60.63,96.09,95-100% (highest scores),97.06,81.76,2393,Los Angeles,90012,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037224600,60.62,96.08,95-100% (highest scores),88.36,94.64,3385,Los Angeles,90007,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071001501,60.61,96.07,95-100% (highest scores),89.26,93.90,4218,San Bernardino,91764,Ontario,CalEnviroScreen 4.0 Top 25%
6037532002,60.58,96.05,95-100% (highest scores),90.03,93.08,3360,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6037127102,60.57,96.04,95-100% (highest scores),83.35,97.31,5779,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6025012100,60.51,96.03,95-100% (highest scores),91.56,91.55,6779,Imperial ,92231,Calexico,CalEnviroScreen 4.0 Top 25%
6071004004,60.49,96.02,95-100% (highest scores),98.87,75.50,5599,San Bernardino,92324,Colton,CalEnviroScreen 4.0 Top 25%
6037531504,60.49,96.00,95-100% (highest scores),84.56,96.73,4250,Los Angeles,90022,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037226410,60.48,95.99,95-100% (highest scores),81.61,98.12,3665,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037570404,60.46,95.98,95-100% (highest scores),92.68,89.75,3676,Los Angeles,90805,Long Beach,CalEnviroScreen 4.0 Top 25%
6039000502,60.45,95.97,95-100% (highest scores),93.12,89.26,12934,Madera ,93637,Parkwood,CalEnviroScreen 4.0 Top 25%
6073003902,60.44,95.95,95-100% (highest scores),91.25,91.68,4388,San Diego,92113,San Diego,CalEnviroScreen 4.0 Top 25%
6037553801,60.44,95.94,95-100% (highest scores),92.27,90.42,4954,Los Angeles,90723,Paramount,CalEnviroScreen 4.0 Top 25%
6037534502,60.39,95.93,95-100% (highest scores),91.03,91.92,4654,Los Angeles,90255,Huntington Park,CalEnviroScreen 4.0 Top 25%
6019000100,60.37,95.92,95-100% (highest scores),87.54,94.84,3676,Fresno ,93721,Fresno,CalEnviroScreen 4.0 Top 25%
6037407002,60.34,95.90,95-100% (highest scores),99.24,72.98,3436,Los Angeles,91746,Industry,CalEnviroScreen 4.0 Top 25%
6019003805,60.34,95.89,95-100% (highest scores),87.75,94.67,7392,Fresno ,93722,Fresno,CalEnviroScreen 4.0 Top 25%
6037531000,60.33,95.88,95-100% (highest scores),97.51,80.09,5133,Los Angeles,90063,East Los Angeles,CalEnviroScreen 4.0 Top 25%
6037540501,60.30,95.86,95-100% (highest scores),98.32,77.67,6713,Los Angeles,90262,Lynwood,CalEnviroScreen 4.0 Top 25%
6029003700,60.27,95.85,95-100% (highest scores),96.13,83.76,3415,Kern ,93206,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6037542602,60.27,95.84,95-100% (highest scores),90.72,92.01,5934,Los Angeles,90220,Compton,CalEnviroScreen 4.0 Top 25%
6107003400,60.26,95.83,95-100% (highest scores),94.31,87.08,6781,Tulare ,93257,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6037240020,60.22,95.81,95-100% (highest scores),74.95,99.53,5223,Los Angeles,90002,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037229300,60.20,95.80,95-100% (highest scores),77.78,99.13,5715,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037404402,60.16,95.79,95-100% (highest scores),97.35,80.38,5156,Los Angeles,91702,Azusa,CalEnviroScreen 4.0 Top 25%
6037572800,60.16,95.78,95-100% (highest scores),89.78,92.84,986,Los Angeles,90810,Long Beach,CalEnviroScreen 4.0 Top 25%
6037229410,60.13,95.76,95-100% (highest scores),91.70,90.75,3697,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037553702,60.12,95.75,95-100% (highest scores),96.22,83.32,4723,Los Angeles,90723,Paramount,CalEnviroScreen 4.0 Top 25%
6037231720,60.11,95.74,95-100% (highest scores),84.78,96.23,4934,Los Angeles,90037,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037533602,60.10,95.73,95-100% (highest scores),92.20,89.80,5546,Los Angeles,90201,Bell,CalEnviroScreen 4.0 Top 25%
6037228210,60.07,95.71,95-100% (highest scores),76.32,99.29,4233,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019000502,60.03,95.70,95-100% (highest scores),81.57,97.73,3594,Fresno ,93701,Fresno,CalEnviroScreen 4.0 Top 25%
6037239802,60.01,95.69,95-100% (highest scores),87.11,94.77,5461,Los Angeles,90001,Los Angeles,CalEnviroScreen 4.0 Top 25%
6107000501,59.97,95.68,95-100% (highest scores),82.81,97.14,7097,Tulare ,93618,Dinuba,CalEnviroScreen 4.0 Top 25%
6037541100,59.91,95.66,95-100% (highest scores),96.59,82.25,3251,Los Angeles,90220,West Rancho Dominguez,CalEnviroScreen 4.0 Top 25%
6065040204,59.91,95.65,95-100% (highest scores),91.26,90.86,4160,Riverside ,92509,Jurupa Valley,CalEnviroScreen 4.0 Top 25%
6037207102,59.88,95.64,95-100% (highest scores),96.66,81.86,2926,Los Angeles,90012,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037228410,59.85,95.63,95-100% (highest scores),85.13,95.81,3600,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099002302,59.84,95.61,95-100% (highest scores),81.62,97.54,3759,Stanislaus ,95351,Bystrom,CalEnviroScreen 4.0 Top 25%
6113010203,59.83,95.60,95-100% (highest scores),97.47,79.54,5355,Yolo ,95691,West Sacramento,CalEnviroScreen 4.0 Top 25%
6019001303,59.83,95.59,95-100% (highest scores),81.05,97.79,2420,Fresno ,93702,Fresno,CalEnviroScreen 4.0 Top 25%
6037120107,59.80,95.57,95-100% (highest scores),73.15,99.57,3893,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037226700,59.78,95.56,95-100% (highest scores),82.92,96.87,7661,Los Angeles,90011,Los Angeles,CalEnviroScreen 4.0 Top 25%
6067000700,59.74,95.55,95-100% (highest scores),77.77,98.90,2567,Sacramento ,95814,Sacramento,CalEnviroScreen 4.0 Top 25%
6037120300,59.69,95.54,95-100% (highest scores),92.07,89.44,5238,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037206300,59.69,95.52,95-100% (highest scores),94.30,86.25,6103,Los Angeles,90013,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019006602,59.68,95.51,95-100% (highest scores),89.60,92.44,6083,Fresno ,93654,Reedley,CalEnviroScreen 4.0 Top 25%
6037123304,59.67,95.50,95-100% (highest scores),97.36,79.49,4362,Los Angeles,91605,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037191500,59.60,95.49,95-100% (highest scores),90.47,91.30,5931,Los Angeles,90029,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037402702,59.59,95.47,95-100% (highest scores),86.30,94.89,6365,Los Angeles,91767,Pomona,CalEnviroScreen 4.0 Top 25%
6037575300,59.57,95.46,95-100% (highest scores),75.78,99.24,4360,Los Angeles,90813,Long Beach,CalEnviroScreen 4.0 Top 25%
6071001101,59.53,95.45,95-100% (highest scores),92.78,88.50,4173,San Bernardino,91762,Ontario,CalEnviroScreen 4.0 Top 25%
6037402600,59.53,95.44,95-100% (highest scores),92.46,88.78,7493,Los Angeles,91767,Pomona,CalEnviroScreen 4.0 Top 25%
6019001900,59.52,95.42,95-100% (highest scores),83.16,96.50,2868,Fresno ,93706,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
